ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5008944,Female,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,13642,4846,High skill tech staff,2.0
5008945,Female,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,13642,4846,High skill tech staff,2.0
5008946,Female,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,13642,4846,High skill tech staff,2.0
5008947,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,15484,1408,Drivers,2.0
5008948,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,15484,1408,Drivers,2.0
5008949,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,15484,1408,Drivers,2.0
5008950,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,15484,1408,Drivers,2.0
5008955,Female,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17785,1712,Laborers,2.0
5008956,Female,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17785,1712,Laborers,2.0
5008957,Female,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17785,1712,Laborers,2.0
5008958,Female,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17785,1712,Laborers,2.0
5008959,Female,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17785,1712,Laborers,2.0
5008960,Female,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17785,1712,Laborers,2.0
5008962,Female,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17785,1712,Laborers,2.0
5008963,Female,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17785,1712,Laborers,2.0
5008981,Male,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,20874,2381,Drivers,2.0
5008983,Male,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,20874,2381,Drivers,2.0
5008984,Male,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,20874,2381,Drivers,2.0
5008986,Male,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,20874,2381,Drivers,2.0
5008987,Male,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,20874,2381,Drivers,2.0
5008988,Male,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,20874,2381,Drivers,2.0
6153800,Male,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,20874,2381,Drivers,2.0
5008991,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,16582,1194,Cleaning staff,1.0
5008992,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,16582,1194,Cleaning staff,1.0
5008993,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,16582,1194,Cleaning staff,1.0
5008994,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,16582,1194,Cleaning staff,1.0
5008995,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,16582,1194,Cleaning staff,1.0
5112861,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,16582,1194,Cleaning staff,1.0
6153801,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,16582,1194,Cleaning staff,1.0
5008998,Female,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,10628,828,Managers,2.0
5008999,Female,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,10628,828,Managers,2.0
5009000,Male,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,9927,828,Drivers,2.0
6153549,Male,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,9927,828,Drivers,2.0
5009001,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
5009002,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
5009005,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
5009006,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
5009007,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
5009008,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
5009009,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
5009010,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
5009012,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
5009014,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
6153574,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
6153575,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
6153576,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
6153578,Male,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,18926,6276,Laborers,2.0
5009027,Female,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19861,10843,Laborers,2.0
5112862,Female,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19861,10843,Laborers,2.0
5009028,Female,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14450,2777,Laborers,2.0
5009029,Female,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14450,2777,Laborers,2.0
5009031,Female,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,10554,1194,Accountants,1.0
5009032,Female,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,10554,1194,Accountants,1.0
6153669,Female,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,10554,1194,Accountants,1.0
5009039,Female,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,14326,555,Core staff,3.0
5009040,Female,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,14326,555,Core staff,3.0
5009042,Female,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,17641,889,Core staff,2.0
5009043,Female,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,17641,889,Core staff,2.0
5009044,Female,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,17641,889,Core staff,2.0
5009045,Female,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,17641,889,Core staff,2.0
5009046,Female,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,17641,889,Core staff,2.0
5009047,Female,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,17641,889,Core staff,2.0
6153693,Female,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,17641,889,Core staff,2.0
5009050,Female,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,10997,2289,Core staff,4.0
5009051,Female,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,10997,2289,Core staff,4.0
5009052,Female,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,10997,2289,Core staff,4.0
5009053,Female,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,10997,2289,Core staff,4.0
5009055,Female,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,10997,2289,Core staff,4.0
5009056,Male,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,8861,889,Drivers,1.0
5009057,Male,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,8861,889,Drivers,1.0
5009058,Female,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,7489,797,Private service staff,1.0
5009062,Male,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10450,2077,Sales staff,2.0
5009063,Male,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10450,2077,Sales staff,2.0
5009064,Male,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10450,2077,Sales staff,2.0
5009065,Male,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10450,2077,Sales staff,2.0
5009066,Male,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10450,2077,Sales staff,2.0
5009067,Male,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10450,2077,Sales staff,2.0
5009068,Male,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10450,2077,Sales staff,2.0
5009069,Male,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10450,2077,Sales staff,2.0
5009070,Male,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10450,2077,Sales staff,2.0
5009071,Female,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,10264,3173,High skill tech staff,2.0
5009072,Female,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,10264,3173,High skill tech staff,2.0
6153722,Female,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,10264,3173,High skill tech staff,2.0
5009074,Female,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,17726,708,Core staff,3.0
5009075,Female,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,17726,708,Core staff,3.0
5009078,Male,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,14122,1286,Drivers,3.0
5009079,Female,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,10064,3173,Laborers,2.0
5009080,Female,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,10064,3173,Laborers,2.0
5009081,Female,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,10064,3173,Laborers,2.0
5009083,Male,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,20531,5730,Drivers,2.0
5009084,Male,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,20531,5730,Drivers,2.0
6153724,Male,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,20531,5730,Drivers,2.0
6153738,Male,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,20531,5730,Drivers,2.0
5009088,Male,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,14730,2989,Laborers,4.0
5009089,Male,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,14730,2989,Laborers,4.0
6153739,Male,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,14730,2989,Laborers,4.0
6153740,Male,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,14730,2989,Laborers,4.0
5009090,Male,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,12628,4025,Drivers,2.0
5009092,Male,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,12197,1194,Managers,3.0
5009094,Male,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,12197,1194,Managers,3.0
5009095,Male,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,12197,1194,Managers,3.0
6153741,Male,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,12197,1194,Managers,3.0
5009096,Female,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13679,4391,Accountants,3.0
5009097,Female,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13679,4391,Accountants,3.0
